ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,STATUS
5087514,F,Y,Y,1,126000.0,Commercial associate,Higher education,Married,House / apartment,-12566,-132,1,0,0,0,Laborers,3.0,1
5086055,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15929,-2879,1,0,1,0,Laborers,2.0,1
5086023,F,N,Y,0,405000.0,Working,Higher education,Married,House / apartment,-17465,-7627,1,0,0,0,,2.0,1
5085927,F,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-20470,-9269,1,0,0,0,Core staff,1.0,1
5088352,M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12777,-3541,1,0,0,0,Laborers,2.0,1
5088222,F,Y,N,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10377,-3024,1,0,0,0,Medicine staff,1.0,1
5088020,F,N,Y,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14224,-617,1,0,0,0,,3.0,1
5087938,F,Y,N,2,157500.0,Commercial associate,Higher education,Married,House / apartment,-13488,-3723,1,0,0,0,,4.0,1
5089964,M,Y,Y,3,450000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17296,-3078,1,0,0,1,Managers,5.0,1
5090223,F,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-21131,-9379,1,0,1,0,,2.0,1
5114461,F,N,N,0,56250.0,Pensioner,Secondary / secondary special,Married,Office apartment,-21882,365243,1,0,0,0,,2.0,1
5090181,F,N,Y,0,360000.0,Working,Secondary / secondary special,Widow,House / apartment,-20452,-7310,1,0,1,0,Sales staff,1.0,1
5114130,F,N,N,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-20875,-3785,1,0,0,0,High skill tech staff,2.0,1
5113807,F,N,Y,1,337500.0,Working,Secondary / secondary special,Married,House / apartment,-12790,-3329,1,0,0,1,Core staff,3.0,1
5090105,M,Y,Y,0,211500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21484,-1709,1,0,0,0,Laborers,2.0,1
5090102,M,Y,Y,0,179100.0,Commercial associate,Secondary / secondary special,Married,Office apartment,-16257,-856,1,0,0,0,Drivers,2.0,1
5090098,M,Y,Y,0,256500.0,Working,Higher education,Single / not married,House / apartment,-9785,-1345,1,0,0,1,High skill tech staff,1.0,1
5090092,F,Y,Y,1,103500.0,Working,Secondary / secondary special,Separated,House / apartment,-10445,-680,1,0,0,1,Laborers,2.0,1
5113672,F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19276,365243,1,0,0,0,,2.0,1
5090070,F,Y,Y,1,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15851,-2317,1,0,0,0,Managers,3.0,1
5090052,M,Y,Y,0,270000.0,Commercial associate,Higher education,Married,House / apartment,-21244,-1770,1,0,0,0,Managers,2.0,1
5090048,F,N,Y,0,69372.0,Working,Secondary / secondary special,Married,House / apartment,-15887,-217,1,1,1,0,Laborers,2.0,1
5090039,M,N,N,1,225000.0,Working,Higher education,Married,House / apartment,-13747,-6273,1,0,0,0,Core staff,3.0,1
5090031,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12955,-917,1,0,0,0,Laborers,2.0,1
5090010,F,N,Y,0,148500.0,Working,Incomplete higher,Married,House / apartment,-9909,-3048,1,1,0,0,,2.0,1
5090004,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23770,365243,1,0,0,0,,2.0,1
5089978,M,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-22009,-11083,1,0,0,0,Laborers,2.0,1
5090236,M,Y,Y,2,292500.0,Commercial associate,Higher education,Married,House / apartment,-15363,-3327,1,0,0,0,High skill tech staff,4.0,1
5090238,F,N,Y,2,135000.0,Working,Higher education,Married,House / apartment,-14871,-344,1,1,1,1,Laborers,4.0,1
5090239,F,N,N,0,58500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22327,365243,1,0,0,0,,2.0,1
5090356,F,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11914,-1314,1,1,0,0,Managers,2.0,1
5090444,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-20284,-557,1,0,0,0,Security staff,2.0,1
5090441,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20005,365243,1,0,1,0,,2.0,1
5090422,F,N,Y,1,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14524,-1222,1,0,0,1,,2.0,1
5090419,F,N,N,0,180000.0,Working,Higher education,Married,House / apartment,-15618,-2499,1,1,1,0,Security staff,2.0,1
5090416,F,Y,N,0,216000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19765,-9925,1,1,1,0,,1.0,1
5090403,M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-11583,-1435,1,1,1,0,Laborers,2.0,1
5090390,M,Y,Y,0,180000.0,Working,Higher education,Civil marriage,House / apartment,-11818,-3233,1,0,0,0,Drivers,2.0,1
5090389,F,N,Y,2,175500.0,Commercial associate,Higher education,Married,House / apartment,-16973,-1135,1,0,1,1,Sales staff,4.0,1
5090370,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-17732,-6883,1,0,0,0,Core staff,2.0,1
5090363,F,N,Y,0,67500.0,Working,Higher education,Married,House / apartment,-12136,-1252,1,0,0,0,Sales staff,2.0,1
5114645,F,Y,N,0,247500.0,Working,Secondary / secondary special,Separated,House / apartment,-13546,-2142,1,0,0,0,Laborers,1.0,1
5090338,M,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,Rented apartment,-9952,-1801,1,0,0,1,Drivers,2.0,1
5090337,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16920,-1921,1,0,0,0,,2.0,1
5090312,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21884,365243,1,0,1,0,,2.0,1
5090310,M,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24580,365243,1,0,0,0,,2.0,1
5090308,F,N,Y,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,-17945,-1683,1,0,0,1,HR staff,1.0,1
5090288,M,Y,N,2,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16479,-4082,1,0,0,0,Laborers,4.0,1
5090271,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21188,365243,1,0,0,0,,1.0,1
5090266,F,N,Y,0,180000.0,Working,Higher education,Single / not married,House / apartment,-15494,-8838,1,0,0,0,,1.0,1
5089972,M,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9167,-947,1,0,0,0,Cooking staff,1.0,1
5089734,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-19010,-6761,1,1,1,0,Cleaning staff,2.0,1
5089726,F,N,N,0,234000.0,Working,Secondary / secondary special,Widow,House / apartment,-21932,-10232,1,1,0,0,Laborers,1.0,1
5089702,M,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,-14697,-2470,1,1,0,0,Security staff,2.0,1
5089645,M,N,N,1,157500.0,Working,Higher education,Separated,With parents,-10862,-1160,1,1,1,0,Laborers,2.0,1
5089635,F,N,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-16188,-309,1,1,1,1,Sales staff,2.0,1
5089621,F,Y,N,0,247500.0,Working,Higher education,Married,House / apartment,-15858,-1801,1,1,0,0,Laborers,2.0,1
5089602,F,Y,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-11870,-1497,1,1,1,0,Sales staff,4.0,1
5089592,M,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14011,-978,1,0,0,0,Managers,2.0,1
5089591,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-13077,-1525,1,1,0,0,Drivers,2.0,1
5089754,M,N,N,1,99000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17876,-5239,1,0,0,0,Laborers,2.0,1
5089780,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-14567,-7369,1,1,0,0,Laborers,2.0,1
5089836,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22976,365243,1,0,0,0,,1.0,1
5089951,F,N,Y,0,202500.0,Working,Secondary / secondary special,Widow,House / apartment,-18640,-1100,1,0,0,0,Sales staff,1.0,1
5089895,F,N,Y,0,67500.0,Pensioner,Higher education,Single / not married,Municipal apartment,-23694,365243,1,0,0,1,,1.0,1
5090780,F,N,N,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-12047,-3443,1,0,0,0,Managers,3.0,1
5090779,F,N,Y,0,126000.0,Working,Secondary / secondary special,Separated,House / apartment,-21646,-1283,1,1,1,0,Cleaning staff,1.0,1
5096019,F,Y,N,1,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-15208,-3993,1,1,1,0,Managers,2.0,1
5112677,F,N,Y,0,148500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19826,-2888,1,0,0,1,High skill tech staff,1.0,1
5112663,F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12269,-604,1,0,0,0,Managers,3.0,1
5112650,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,With parents,-16182,-2827,1,1,1,0,Cooking staff,2.0,1
5112636,F,N,Y,0,157500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-12942,-3253,1,0,0,0,,2.0,1
5111195,F,N,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,-18873,-12169,1,1,1,1,Laborers,2.0,1
5111190,F,N,Y,2,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13019,-2307,1,0,0,0,,4.0,1
5111176,M,Y,Y,0,225000.0,Working,Higher education,Married,Rented apartment,-10602,-481,1,0,0,0,Sales staff,2.0,1
5111159,F,Y,Y,1,81000.0,Working,Higher education,Married,House / apartment,-10648,-1393,1,1,1,0,Core staff,3.0,1
5111149,F,N,Y,0,225000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-16493,-1608,1,0,0,0,,2.0,1
5111100,F,Y,Y,2,67500.0,Working,Higher education,Married,Municipal apartment,-12262,-3038,1,0,0,0,Secretaries,4.0,1
5111078,F,Y,Y,0,373500.0,Working,Secondary / secondary special,Widow,House / apartment,-20785,-1577,1,0,0,0,Accountants,1.0,1
5111068,M,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17401,-3099,1,0,1,0,,2.0,1
5106157,M,Y,Y,0,472500.0,Working,Secondary / secondary special,Married,House / apartment,-19099,-3413,1,0,0,0,Managers,2.0,1
5112684,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21374,365243,1,0,0,0,,2.0,1
5112933,M,Y,Y,0,540000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-19390,-2899,1,0,0,0,Laborers,2.0,1
5112932,M,Y,N,2,261000.0,Working,Secondary / secondary special,Married,House / apartment,-15921,-1650,1,0,0,0,High skill tech staff,4.0,1
5112924,F,Y,Y,0,450000.0,Working,Higher education,Married,House / apartment,-17757,-5095,1,0,1,0,Managers,2.0,1
5112904,M,N,N,1,202500.0,State servant,Secondary / secondary special,Married,House / apartment,-13559,-4846,1,0,0,0,Core staff,3.0,1
5112887,M,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-11615,-2018,1,0,0,0,Laborers,2.0,1
5112852,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18856,-7130,1,0,0,0,Laborers,2.0,1
5112850,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-12172,-1681,1,0,0,1,Managers,2.0,1
5112832,F,N,Y,1,90000.0,Commercial associate,Secondary / secondary special,Married,With parents,-11644,-635,1,0,0,0,Sales staff,3.0,1
5112830,F,N,Y,3,450000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22349,365243,1,0,0,0,,5.0,1
5112809,M,N,Y,0,202500.0,Pensioner,Higher education,Married,House / apartment,-19631,365243,1,0,0,0,,2.0,1
5112799,F,Y,Y,0,382500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11298,-4714,1,1,0,0,Laborers,1.0,1
5112787,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20675,365243,1,0,1,0,,2.0,1
5112756,F,N,N,1,72000.0,Working,Secondary / secondary special,Married,House / apartment,-12758,-148,1,0,0,0,Sales staff,3.0,1
5112746,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,-18335,-2796,1,0,0,0,Drivers,2.0,1
5112729,F,N,Y,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-18841,-4166,1,1,1,0,High skill tech staff,2.0,1
5112695,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-17207,-2796,1,0,0,0,Sales staff,1.0,1
5106140,M,Y,Y,0,126000.0,Working,Secondary / secondary special,Separated,House / apartment,-18512,-211,1,1,1,0,Drivers,1.0,1
5106135,M,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,-20809,-5141,1,0,0,0,Managers,2.0,1
5105813,F,N,N,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20116,365243,1,0,1,0,,2.0,1
5105803,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19399,-5782,1,0,1,0,,2.0,1
5105791,M,N,N,0,121500.0,State servant,Incomplete higher,Single / not married,House / apartment,-8947,-1611,1,1,0,0,Laborers,1.0,1
5105753,M,Y,N,0,634500.0,Working,Higher education,Married,House / apartment,-17502,-2888,1,1,1,0,Managers,2.0,1
5105718,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-9036,-1191,1,1,0,0,Laborers,2.0,1
5105697,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,Municipal apartment,-12155,-667,1,0,0,0,Laborers,2.0,1
5105666,F,Y,Y,2,540000.0,Working,Higher education,Single / not married,House / apartment,-14160,-422,1,0,1,1,,3.0,1
5105642,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20907,365243,1,0,0,0,,2.0,1
5105588,F,Y,Y,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11159,-856,1,0,0,0,Sales staff,3.0,1
5105584,F,N,N,0,171000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10063,-917,1,0,0,0,Private service staff,2.0,1
5105819,M,Y,N,2,202500.0,Commercial associate,Higher education,Married,House / apartment,-11716,-460,1,0,0,0,Managers,4.0,1
5105821,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-9908,-2068,1,0,0,0,Sales staff,2.0,1
5105828,F,N,N,0,202500.0,Commercial associate,Higher education,Married,House / apartment,-17807,-3041,1,0,0,0,Accountants,2.0,1
5116923,M,Y,Y,2,211500.0,Working,Secondary / secondary special,Married,House / apartment,-10435,-2987,1,0,0,0,,4.0,1
5105891,M,N,N,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,-18635,-8643,1,0,0,0,Managers,2.0,1
5106069,M,Y,N,0,261000.0,State servant,Higher education,Married,Municipal apartment,-11117,-2676,1,0,0,0,Core staff,2.0,1
5106022,F,N,Y,0,211500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22517,365243,1,0,0,0,,1.0,1
5106014,M,Y,N,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,-20816,-484,1,0,0,0,Laborers,2.0,1
5105951,M,N,N,0,184500.0,Working,Secondary / secondary special,Married,House / apartment,-14728,-303,1,1,0,0,Laborers,2.0,1
5105915,F,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12640,-399,1,0,0,0,Accountants,3.0,1
5112961,M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-12443,-1618,1,0,0,0,Core staff,3.0,1
5112963,F,Y,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-11884,-1161,1,0,0,0,Cleaning staff,4.0,1
5112981,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-15017,-312,1,0,0,1,Laborers,2.0,1
5113658,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-23758,365243,1,0,0,0,,2.0,1
5113992,F,N,N,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,-13446,-2720,1,0,0,0,Sales staff,4.0,1
5113979,M,Y,N,0,270000.0,Working,Incomplete higher,Married,House / apartment,-11955,-893,1,1,1,1,Laborers,2.0,1
5113935,F,Y,N,0,45000.0,Working,Secondary / secondary special,Married,House / apartment,-17370,-8443,1,1,1,0,,2.0,1
5113903,M,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-19124,-5064,1,0,1,0,Laborers,2.0,1
5113896,M,Y,N,0,162000.0,Working,Secondary / secondary special,Married,House / apartment,-19340,-4089,1,1,0,1,Security staff,2.0,1
5113885,F,N,N,2,180000.0,State servant,Higher education,Married,House / apartment,-13727,-5215,1,0,0,0,Managers,4.0,1
5113869,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16115,-985,1,0,0,0,Sales staff,2.0,1
5113840,F,N,Y,0,135000.0,Commercial associate,Higher education,Married,House / apartment,-8961,-923,1,1,0,1,Core staff,2.0,1
5113834,M,N,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-8461,-1593,1,1,0,0,Drivers,2.0,1
5113761,F,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11146,-1442,1,1,1,0,,3.0,1
5113739,M,N,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10298,-3145,1,0,0,0,,3.0,1
5113730,F,Y,Y,2,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15525,-3357,1,0,0,0,Accountants,4.0,1
5113700,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12909,-558,1,0,0,0,High skill tech staff,2.0,1
5114108,F,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15355,-3999,1,0,1,0,Sales staff,2.0,1
5114333,F,N,N,1,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10151,-1138,1,0,0,0,Laborers,3.0,1
5114311,M,Y,N,0,99000.0,Working,Higher education,Married,With parents,-10417,-436,1,0,0,0,,2.0,1
5114235,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-18672,-2477,1,1,1,0,Laborers,2.0,1
5114222,M,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12002,-2262,1,1,0,0,Sales staff,2.0,1
5114201,M,Y,N,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14136,-2628,1,1,0,0,Managers,4.0,1
5114167,M,N,N,2,112500.0,Working,Higher education,Married,With parents,-14266,-1138,1,1,1,0,Laborers,4.0,1
5114118,F,N,N,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23751,365243,1,0,0,0,,2.0,1
5114077,F,Y,N,2,130500.0,Working,Secondary / secondary special,Married,House / apartment,-10969,-163,1,0,0,1,Laborers,4.0,1
5114060,M,Y,N,1,193500.0,Working,Higher education,Married,House / apartment,-17932,-3999,1,1,1,0,,3.0,1
5113643,F,Y,Y,0,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-7959,-1045,1,0,0,0,Core staff,1.0,1
5112985,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11586,-4147,1,0,0,1,Laborers,2.0,1
5113636,F,N,N,0,135000.0,Pensioner,Higher education,Married,Municipal apartment,-19700,365243,1,0,0,0,,2.0,1
5113335,M,N,Y,0,81000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-21027,-2719,1,0,0,0,Security staff,1.0,1
5113296,F,Y,Y,2,121500.0,Working,Incomplete higher,Married,House / apartment,-11327,-101,1,1,1,0,Core staff,4.0,1
5113276,F,N,Y,2,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14656,-588,1,0,0,0,Sales staff,4.0,1
5113272,M,Y,Y,1,450000.0,Commercial associate,Higher education,Married,House / apartment,-15098,-1562,1,0,0,1,Managers,3.0,1
5113258,F,Y,Y,0,247500.0,Working,Secondary / secondary special,Single / not married,With parents,-11770,-285,1,0,0,0,Sales staff,1.0,1
5113208,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-13727,-6031,1,0,0,0,,2.0,1
5113183,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-19658,-1801,1,0,0,0,,2.0,1
5113178,M,N,Y,0,211500.0,Working,Secondary / secondary special,Married,House / apartment,-9315,-1831,1,0,1,0,Sales staff,2.0,1
5113116,F,N,Y,0,630000.0,State servant,Higher education,Married,House / apartment,-21343,-4631,1,0,0,0,Managers,2.0,1
5113086,F,Y,N,1,324000.0,Commercial associate,Higher education,Married,Rented apartment,-18194,-1222,1,0,0,0,Sales staff,3.0,1
5113081,F,N,Y,1,112500.0,Working,Higher education,Single / not married,House / apartment,-15303,-1131,1,0,0,0,Core staff,2.0,1
5113068,M,N,N,0,225000.0,Working,Higher education,Married,House / apartment,-12019,-1556,1,0,0,1,Sales staff,2.0,1
5113062,F,Y,Y,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,-11777,-2744,1,0,1,0,,4.0,1
5113018,M,N,N,0,211500.0,State servant,Secondary / secondary special,Single / not married,With parents,-15982,-5973,1,0,0,1,,1.0,1
5113005,F,N,N,0,112500.0,Working,Higher education,Married,House / apartment,-13876,-2016,1,1,1,0,,2.0,1
5112990,M,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,-22655,-3903,1,0,0,0,Managers,2.0,1
5113339,M,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11462,-4606,1,0,0,0,Laborers,4.0,1
5113417,F,N,N,1,157500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-12716,-5336,1,0,0,0,Core staff,2.0,1
5113614,F,N,Y,0,283500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17651,-2384,1,0,0,1,Private service staff,2.0,1
5113602,F,N,N,0,81000.0,Working,Secondary / secondary special,Civil marriage,With parents,-11978,-2780,1,0,1,0,Sales staff,2.0,1
5113526,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15480,-1623,1,0,0,0,Laborers,2.0,1
5113500,M,Y,Y,0,225000.0,Commercial associate,Incomplete higher,Single / not married,With parents,-10033,-223,1,0,0,1,Managers,1.0,1
5113483,F,Y,Y,0,225000.0,State servant,Higher education,Married,House / apartment,-17822,-9385,1,1,0,0,Managers,2.0,1
5113424,F,N,N,0,270000.0,Working,Secondary / secondary special,Widow,House / apartment,-18659,-407,1,0,0,0,Cooking staff,1.0,1
5113396,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-8552,-1562,1,0,0,0,Sales staff,2.0,1
5113392,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17568,-650,1,0,0,1,Drivers,2.0,1
5113366,M,N,Y,0,148500.0,Commercial associate,Higher education,Single / not married,House / apartment,-9382,-2049,1,0,1,1,Medicine staff,1.0,1
5113344,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-11286,-3023,1,0,0,1,Laborers,2.0,1
5105509,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-13437,-1671,1,0,0,0,,3.0,1
5105493,F,N,Y,0,337500.0,Pensioner,Higher education,Single / not married,House / apartment,-24519,365243,1,0,1,0,,1.0,1
5105482,M,N,Y,0,180000.0,State servant,Higher education,Married,House / apartment,-9561,-2248,1,0,0,0,Core staff,2.0,1
5096860,M,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17975,-3476,1,0,0,0,Drivers,2.0,1
5097155,F,N,Y,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-19165,-7704,1,0,0,0,,2.0,1
5097154,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23580,365243,1,0,1,0,,2.0,1
5097132,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-11382,-2468,1,1,1,0,Drivers,2.0,1
5097106,F,N,Y,0,193500.0,Working,Secondary / secondary special,Married,House / apartment,-21026,-11448,1,0,1,0,,2.0,1
5097063,F,N,Y,0,99000.0,Working,Higher education,Married,House / apartment,-10192,-1371,1,1,1,0,Sales staff,2.0,1
5097039,F,N,N,0,337500.0,Working,Higher education,Widow,House / apartment,-15658,-188,1,1,1,1,Sales staff,1.0,1
5097033,F,N,N,1,153000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-17504,-1738,1,0,1,0,Laborers,2.0,1
5097024,M,Y,N,0,198000.0,Commercial associate,Higher education,Married,House / apartment,-13643,-2956,1,0,0,0,Managers,2.0,1
5097007,F,N,Y,0,225000.0,Working,Higher education,Married,House / apartment,-10582,-2194,1,1,0,0,Managers,2.0,1
5097006,M,N,Y,0,337500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18065,-307,1,0,0,1,,2.0,1
5096987,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-21343,-5452,1,0,1,0,Managers,2.0,1
5096962,M,Y,N,0,495000.0,Commercial associate,Higher education,Single / not married,House / apartment,-19130,-5483,1,1,1,0,Managers,1.0,1
5096950,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-22688,-4266,1,0,0,0,Medicine staff,2.0,1
5096933,F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,-14185,-4447,1,1,0,0,Core staff,2.0,1
5096927,F,N,N,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16163,-1496,1,1,0,0,Laborers,2.0,1
5096919,F,N,N,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10449,-429,1,0,0,0,,2.0,1
5096915,F,N,Y,1,135000.0,State servant,Higher education,Civil marriage,House / apartment,-16986,-9195,1,1,1,0,Core staff,3.0,1
5096906,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-17040,-1222,1,1,0,0,Sales staff,1.0,1
5096883,M,Y,N,1,180000.0,Working,Higher education,Married,House / apartment,-8877,-1737,1,1,1,0,Drivers,3.0,1
5096873,M,Y,Y,0,270000.0,Working,Lower secondary,Married,House / apartment,-15054,-1527,1,0,0,0,High skill tech staff,2.0,1
5097187,F,Y,N,0,171000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23349,365243,1,0,0,0,,1.0,1
5099715,M,Y,N,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-14095,-1526,1,0,0,0,Drivers,2.0,1
5099822,F,N,Y,0,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21908,365243,1,0,0,0,,2.0,1
5099951,F,N,Y,3,45000.0,Working,Secondary / secondary special,Married,House / apartment,-15540,-8100,1,1,1,0,,5.0,1
